Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit
8110;40;1334;feed part from magazin;200;12.05.2021;11:55:58;12.05.2021;11:56:00;6;63
8110;50;1334;pressing for time in seconds;110;12.05.2021;11:56:23;12.05.2021;11:56:25;7;14
8110;60;1334;store a part from stopper 2;211;12.05.2021;11:58:24;12.05.2021;11:58:36;5;1126
8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:50:42;12.05.2021;11:50:55;5;0
8110;20;1334;feed part from magazin;200;12.05.2021;11:51:22;12.05.2021;11:51:24;11;27
8110;30;1334;assembly part with defined PCB;300;12.05.2021;11:55:07;12.05.2021;11:56:43;8;6
8110;40;1334;feed part from magazin;200;12.05.2021;11:57:40;12.05.2021;11:57:42;6;63
8110;50;1334;pressing for time in seconds;110;12.05.2021;11:58:00;12.05.2021;11:58:07;7;14
8110;60;1334;store a part from stopper 2;211;12.05.2021;11:59:48;12.05.2021;11:59:59;5;1126
8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:04;12.05.2021;11:52:16;5;0
8110;20;1334;feed part from magazin;200;12.05.2021;11:52:43;12.05.2021;11:52:45;11;27
8110;30;1334;assembly part with defined PCB;300;12.05.2021;11:56:47;12.05.2021;11:58:18;8;6
8110;40;1334;feed part from magazin;200;12.05.2021;11:59:13;12.05.2021;11:59:15;6;63
8110;50;1334;pressing for time in seconds;110;12.05.2021;11:59:35;12.05.2021;11:59:37;7;14
8110;60;1334;store a part from stopper 2;211;12.05.2021;12:01:20;12.05.2021;12:01:32;5;1126
8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:20;12.05.2021;11:52:33;5;0
8110;20;1334;feed part from magazin;200;12.05.2021;11:53:00;12.05.2021;11:53:02;11;27
8110;30;1334;assembly part with defined PCB;300;12.05.2021;12:07:17;12.05.2021;12:08:47;8;6
8110;40;1334;feed part from magazin;200;12.05.2021;12:09:37;12.05.2021;12:09:40;6;63
8110;50;1334;pressing for time in seconds;110;12.05.2021;12:09:53;12.05.2021;12:09:55;7;14
8110;60;1334;store a part from stopper 2;211;12.05.2021;12:12:14;12.05.2021;12:12:26;5;1126
8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:37;12.05.2021;11:52:50;5;0
8110;20;1334;feed part from magazin;200;12.05.2021;11:53:17;12.05.2021;11:53:20;11;27
8110;30;1334;assembly part with defined PCB;300;12.05.2021;12:03:56;12.05.2021;12:05:26;8;6
8110;40;1334;feed part from magazin;200;12.05.2021;12:06:48;12.05.2021;12:06:50;6;63
8110;50;1334;pressing for time in seconds;110;12.05.2021;12:07:03;12.05.2021;12:07:06;7;14
8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:07:17;12.05.2021;12:07:31;5;0
8010;20;1335;feed part from magazin;200;12.05.2021;12:07:58;12.05.2021;12:08:00;11;27
8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:16:08;12.05.2021;12:18:21;8;6
8010;40;1335;feed part from magazin;200;12.05.2021;12:19:22;12.05.2021;12:19:24;6;63
8010;50;1335;pressing for time in seconds;110;12.05.2021;12:19:37;12.05.2021;12:19:39;7;14
8010;60;1335;store a part from stopper 2;211;12.05.2021;12:21:54;12.05.2021;12:22:06;5;1126
8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:07:35;12.05.2021;12:07:47;5;0
8010;20;1335;feed part from magazin;200;12.05.2021;12:08:15;12.05.2021;12:08:17;11;27
8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:18:25;12.05.2021;12:20:08;8;6
8010;40;1335;feed part from magazin;200;12.05.2021;12:21:12;12.05.2021;12:21:15;6;63
8010;50;1335;pressing for time in seconds;110;12.05.2021;12:21:35;12.05.2021;12:21:37;7;14
8010;60;1335;store a part from stopper 2;211;12.05.2021;12:23:25;12.05.2021;12:23:37;5;1126
8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:08:28;12.05.2021;12:08:40;5;0
8010;20;1335;feed part from magazin;200;12.05.2021;12:09:07;12.05.2021;12:09:09;11;27
8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:25:47;12.05.2021;12:27:30;8;6
8010;40;1335;feed part from magazin;200;12.05.2021;12:28:33;12.05.2021;12:28:35;6;63
8010;50;1335;pressing for time in seconds;110;12.05.2021;12:28:54;12.05.2021;12:28:59;7;14
8010;60;1335;store a part from stopper 2;211;12.05.2021;12:30:42;12.05.2021;12:30:55;5;1126
8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:08:54;12.05.2021;12:09:08;5;0
8010;20;1335;feed part from magazin;200;12.05.2021;12:09:34;12.05.2021;12:09:36;11;27
8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:20:12;12.05.2021;12:21:56;8;6
8010;40;1335;feed part from magazin;200;12.05.2021;12:22:43;12.05.2021;12:22:46;6;63
8010;50;1335;pressing for time in seconds;110;12.05.2021;12:23:00;12.05.2021;12:23:02;7;14
8010;60;1335;store a part from stopper 2;211;12.05.2021;12:24:48;12.05.2021;12:25:00;5;1126
8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:09:56;12.05.2021;12:10:10;5;0
8010;20;1335;feed part from magazin;200;12.05.2021;12:10:36;12.05.2021;12:10:38;11;27
8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:34:18;12.05.2021;12:36:01;8;6
8010;40;1335;feed part from magazin;200;12.05.2021;12:37:20;12.05.2021;12:37:23;6;63
8010;50;1335;pressing for time in seconds;110;12.05.2021;12:37:36;12.05.2021;12:37:38;7;14
8010;60;1335;store a part from stopper 2;211;12.05.2021;12:39:53;12.05.2021;12:40:05;5;1126
8110;10;1335;release a defined part on stopper 1;212;12.05.2021;12:10:20;12.05.2021;12:10:33;5;0
8110;20;1335;feed part from magazin;200;12.05.2021;12:11:00;12.05.2021;12:11:02;11;27
8110;30;1335;assembly part with defined PCB;300;12.05.2021;12:31:14;12.05.2021;12:32:45;8;6
8110;40;1335;feed part from magazin;200;12.05.2021;12:33:30;12.05.2021;12:33:32;6;63
8110;50;1335;pressing for time in seconds;110;12.05.2021;12:33:45;12.05.2021;12:33:48;7;14
8110;60;1335;store a part from stopper 2;211;12.05.2021;12:35:24;12.05.2021;12:35:36;5;1126
8110;10;1335;release a defined part on stopper 1;212;12.05.2021;12:11:01;12.05.2021;12:11:15;5;0
8110;20;1335;feed part from magazin;200;12.05.2021;12:11:41;12.05.2021;12:11:44;11;27
8110;30;1335;assembly part with defined PCB;300;12.05.2021;12:28:04;12.05.2021;12:29:34;8;6
8110;40;1335;feed part from magazin;200;12.05.2021;12:30:20;12.05.2021;12:30:22;6;63
8110;50;1335;pressing for time in seconds;110;12.05.2021;12:30:40;12.05.2021;12:30:50;7;14
8110;60;1335;store a part from stopper 2;211;12.05.2021;12:32:50;12.05.2021;12:33:03;5;1126
8110;10;1335;release a defined part on stopper 1;212;12.05.2021;12:12:33;12.05.2021;12:12:48;5;0
8110;20;1335;feed part from magazin;200;12.05.2021;12:13:14;12.05.2021;12:13:16;11;27
8110;30;1335;assembly part with defined PCB;300;12.05.2021;12:23:38;12.05.2021;12:25:08;8;6
8110;40;1335;feed part from magazin;200;12.05.2021;12:26:01;12.05.2021;12:26:03;6;63
8110;50;1335;pressing for time in seconds;110;12.05.2021;12:26:16;12.05.2021;12:26:19;7;14
8110;60;1335;store a part from stopper 2;211;12.05.2021;12:28:05;12.05.2021;12:28:17;5;1126
8110;10;1335;release a defined part on stopper 1;212;12.05.2021;12:14:12;12.05.2021;12:14:26;5;0
8110;20;1335;feed part from magazin;200;12.05.2021;12:14:53;12.05.2021;12:14:55;11;27
8110;30;1335;assembly part with defined PCB;300;12.05.2021;12:36:06;12.05.2021;12:37:42;8;6
8110;40;1335;feed part from magazin;200;12.05.2021;12:38:53;12.05.2021;12:38:56;6;63
8110;50;1335;pressing for time in seconds;110;12.05.2021;12:39:15;12.05.2021;12:39:17;7;14
8110;60;1335;store a part from stopper 2;211;12.05.2021;12:40:51;12.05.2021;12:41:02;5;1126
8110;10;1335;release a defined part on stopper 1;212;12.05.2021;12:20:48;12.05.2021;12:21:03;5;0
8110;20;1335;feed part from magazin;200;12.05.2021;12:22:00;12.05.2021;12:22:02;11;27
8110;30;1335;assembly part with defined PCB;300;12.05.2021;12:29:40;12.05.2021;12:31:10;8;6
8110;40;1335;feed part from magazin;200;12.05.2021;12:31:58;12.05.2021;12:32:00;6;63
8110;50;1335;pressing for time in seconds;110;12.05.2021;12:32:15;12.05.2021;12:32:18;7;14
8110;60;1335;store a part from stopper 2;211;12.05.2021;12:33:58;12.05.2021;12:34:11;5;1126
8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:35:39;12.05.2021;12:35:52;5;0
8011;50;1336;pressing for time in seconds;110;12.05.2021;13:02:02;12.05.2021;13:02:05;7;14
8011;60;1336;store a part from stopper 2;211;12.05.2021;13:03:28;12.05.2021;13:03:40;5;1126
8111;10;1336;release a defined part on stopper 1;212;12.05.2021;12:38:12;12.05.2021;12:38:28;5;0
8111;20;1336;feed part from magazin;200;12.05.2021;12:38:55;12.05.2021;12:38:57;11;27
8111;30;1336;assembly part with defined PCB;300;12.05.2021;12:49:07;12.05.2021;12:50:46;8;6
8111;40;1336;feed part from magazin;200;12.05.2021;12:51:48;12.05.2021;12:51:50;6;63
8111;50;1336;pressing for time in seconds;110;12.05.2021;12:52:06;12.05.2021;12:52:08;7;14
8111;60;1336;store a part from stopper 2;211;12.05.2021;12:53:49;12.05.2021;12:54:02;5;1126
8111;10;1336;release a defined part on stopper 1;212;12.05.2021;12:38:32;12.05.2021;12:38:47;5;0
8111;20;1336;feed part from magazin;200;12.05.2021;12:39:14;12.05.2021;12:39:16;11;27
8111;30;1336;assembly part with defined PCB;300;12.05.2021;12:57:11;12.05.2021;12:58:49;8;6
8111;40;1336;feed part from magazin;200;12.05.2021;13:00:38;12.05.2021;13:00:40;6;63
8111;50;1336;pressing for time in seconds;110;12.05.2021;13:00:54;12.05.2021;13:00:56;7;14
8111;60;1336;store a part from stopper 2;211;12.05.2021;13:03:01;12.05.2021;13:03:12;5;1126
8111;10;1336;release a defined part on stopper 1;212;12.05.2021;12:38:51;12.05.2021;12:39:06;5;0
8111;20;1336;feed part from magazin;200;12.05.2021;12:39:33;12.05.2021;12:39:35;11;27
8111;30;1336;assembly part with defined PCB;300;12.05.2021;12:47:24;12.05.2021;12:49:03;8;6
8111;40;1336;feed part from magazin;200;12.05.2021;12:50:07;12.05.2021;12:50:09;6;63
8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:37:37;12.05.2021;12:37:51;5;0
8011;20;1336;feed part from magazin;200;12.05.2021;12:38:18;12.05.2021;12:38:20;11;27
8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:52:34;12.05.2021;12:54:25;8;6
8011;40;1336;feed part from magazin;200;12.05.2021;12:55:11;12.05.2021;12:55:13;6;63
8011;50;1336;pressing for time in seconds;110;12.05.2021;12:55:27;12.05.2021;12:55:29;7;14
8011;60;1336;store a part from stopper 2;211;12.05.2021;12:57:04;12.05.2021;12:57:18;5;1126
8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:37:54;12.05.2021;12:38:09;5;0
8011;20;1336;feed part from magazin;200;12.05.2021;12:38:35;12.05.2021;12:38:37;11;27
8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:58:54;12.05.2021;13:00:45;8;6
8011;40;1336;feed part from magazin;200;12.05.2021;13:01:47;12.05.2021;13:01:49;6;63
8111;60;1336;store a part from stopper 2;211;12.05.2021;12:55:09;12.05.2021;12:55:22;5;1126
8010;10;1337;release a defined part on stopper 1;212;12.05.2021;12:58:44;12.05.2021;12:58:59;5;0
8010;20;1337;feed part from magazin;200;12.05.2021;12:59:24;12.05.2021;12:59:26;11;27
8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:01:38;12.05.2021;13:03:48;8;6
8010;40;1337;feed part from magazin;200;12.05.2021;13:04:34;12.05.2021;13:04:37;6;63
8010;50;1337;pressing for time in seconds;110;12.05.2021;13:04:50;12.05.2021;13:04:52;7;14
8010;60;1337;store a part from stopper 2;211;12.05.2021;13:07:00;12.05.2021;13:07:12;5;1126
8010;10;1337;release a defined part on stopper 1;212;12.05.2021;12:59:02;12.05.2021;12:59:14;5;0
8010;20;1337;feed part from magazin;200;12.05.2021;12:59:41;12.05.2021;12:59:43;11;27
8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:03:53;12.05.2021;13:05:36;8;6
8010;40;1337;feed part from magazin;200;12.05.2021;13:06:35;12.05.2021;13:06:37;6;63
8010;50;1337;pressing for time in seconds;110;12.05.2021;13:06:50;12.05.2021;13:06:53;7;14
8010;60;1337;store a part from stopper 2;211;12.05.2021;13:08:27;12.05.2021;13:08:39;5;1126
8010;10;1337;release a defined part on stopper 1;212;12.05.2021;12:59:24;12.05.2021;12:59:36;5;0
8010;20;1337;feed part from magazin;200;12.05.2021;13:00:03;12.05.2021;13:00:05;11;27
8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:06:20;12.05.2021;13:08:03;8;6
8010;40;1337;feed part from magazin;200;12.05.2021;13:08:57;12.05.2021;13:08:59;6;63
8010;50;1337;pressing for time in seconds;110;12.05.2021;13:09:18;12.05.2021;13:09:20;7;14
8010;60;1337;store a part from stopper 2;211;12.05.2021;13:10:39;12.05.2021;13:10:52;5;1126
8010;10;1337;release a defined part on stopper 1;212;12.05.2021;13:00:55;12.05.2021;13:01:09;5;0
8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:18:22;12.05.2021;13:18:36;5;0
8011;20;1338;feed part from magazin;200;12.05.2021;13:19:02;12.05.2021;13:19:05;11;27
8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:26:17;12.05.2021;13:28:10;8;6
8011;40;1338;feed part from magazin;200;12.05.2021;13:29:02;12.05.2021;13:29:05;6;63
8011;50;1338;pressing for time in seconds;110;12.05.2021;13:29:18;12.05.2021;13:29:20;7;14
8011;60;1338;store a part from stopper 2;211;12.05.2021;13:30:44;12.05.2021;13:30:57;5;1126
8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:18:47;12.05.2021;13:19:00;5;0
8011;20;1338;feed part from magazin;200;12.05.2021;13:19:27;12.05.2021;13:19:29;11;27
8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:29:51;12.05.2021;13:31:43;8;6
8011;40;1338;feed part from magazin;200;12.05.2021;13:32:34;12.05.2021;13:32:37;6;63
8011;50;1338;pressing for time in seconds;110;12.05.2021;13:32:59;12.05.2021;13:33:01;7;14
8011;60;1338;store a part from stopper 2;211;12.05.2021;13:34:36;12.05.2021;13:34:49;5;1126
8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:19:28;12.05.2021;13:19:42;5;0
8110;20;1338;feed part from magazin;200;12.05.2021;13:20:09;12.05.2021;13:20:11;11;27
8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:37:35;12.05.2021;13:39:06;8;6
8110;40;1338;feed part from magazin;200;12.05.2021;13:39:58;12.05.2021;13:40:00;6;63
8110;50;1338;pressing for time in seconds;110;12.05.2021;13:40:15;12.05.2021;13:40:17;7;14
8110;60;1338;store a part from stopper 2;211;12.05.2021;13:42:01;12.05.2021;13:42:13;5;1126
8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:21:22;12.05.2021;13:21:37;5;0
8110;20;1338;feed part from magazin;200;12.05.2021;13:22:03;12.05.2021;13:22:06;11;27
8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:28:16;12.05.2021;13:29:46;8;6
8110;40;1338;feed part from magazin;200;12.05.2021;13:30:32;12.05.2021;13:30:34;6;63
8110;50;1338;pressing for time in seconds;110;12.05.2021;13:30:47;12.05.2021;13:30:49;7;14
8110;60;1338;store a part from stopper 2;211;12.05.2021;13:32:43;12.05.2021;13:32:56;5;1126
8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:23:32;12.05.2021;13:23:46;5;0
8110;20;1338;feed part from magazin;200;12.05.2021;13:24:13;12.05.2021;13:24:15;11;27
8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:34:09;12.05.2021;13:35:40;8;6
8110;40;1338;feed part from magazin;200;12.05.2021;13:36:27;12.05.2021;13:36:29;6;63
8110;50;1338;pressing for time in seconds;110;12.05.2021;13:36:45;12.05.2021;13:36:47;7;14
8110;60;1338;store a part from stopper 2;211;12.05.2021;13:38:16;12.05.2021;13:38:28;5;1126
8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:24:19;12.05.2021;13:24:31;5;0
8110;20;1338;feed part from magazin;200;12.05.2021;13:24:58;12.05.2021;13:25:01;11;27
8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:35:45;12.05.2021;13:37:15;8;6
8110;40;1338;feed part from magazin;200;12.05.2021;13:38:30;12.05.2021;13:38:33;6;63
8110;50;1338;pressing for time in seconds;110;12.05.2021;13:38:48;12.05.2021;13:38:50;7;14
8110;60;1338;store a part from stopper 2;211;12.05.2021;13:40:37;12.05.2021;13:40:48;5;1126
8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:27:26;12.05.2021;13:27:38;5;0
8110;20;1338;feed part from magazin;200;12.05.2021;13:28:05;12.05.2021;13:28:07;11;27
8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:39:10;12.05.2021;13:40:41;8;6
8110;40;1338;feed part from magazin;200;12.05.2021;13:41:26;12.05.2021;13:41:28;6;63
8010;10;1339;release a defined part on stopper 1;212;12.05.2021;13:37:16;12.05.2021;13:37:30;5;0
8010;20;1339;feed part from magazin;200;12.05.2021;13:37:57;12.05.2021;13:37:59;11;27
8010;30;1339;assemble a PCB with one fuse left;302;12.05.2021;13:40:46;12.05.2021;13:42:54;8;6
8010;40;1339;feed part from magazin;200;12.05.2021;13:43:46;12.05.2021;13:43:48;6;63
8010;50;1339;pressing for time in seconds;110;12.05.2021;13:44:07;12.05.2021;13:44:10;7;14
8010;60;1339;store a part from stopper 2;211;12.05.2021;13:45:40;12.05.2021;13:45:52;5;1126
8010;10;1339;release a defined part on stopper 1;212;12.05.2021;13:38:41;12.05.2021;13:38:53;5;0
8010;20;1339;feed part from magazin;200;12.05.2021;13:39:20;12.05.2021;13:39:22;11;27
8010;30;1339;assemble a PCB with one fuse left;302;12.05.2021;13:42:59;12.05.2021;13:45:36;8;6
8010;40;1339;feed part from magazin;200;12.05.2021;13:46:21;12.05.2021;13:46:23;6;63
8010;50;1339;pressing for time in seconds;110;12.05.2021;13:46:38;12.05.2021;13:46:40;7;14
8010;60;1339;store a part from stopper 2;211;12.05.2021;13:48:27;12.05.2021;13:48:40;5;1126
8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:38:57;12.05.2021;13:39:08;5;0
8011;20;1339;feed part from magazin;200;12.05.2021;13:39:35;12.05.2021;13:39:37;11;27
8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:45:41;12.05.2021;13:47:32;8;6
8011;40;1339;feed part from magazin;200;12.05.2021;13:48:23;12.05.2021;13:48:25;6;63
8011;50;1339;pressing for time in seconds;110;12.05.2021;13:48:45;12.05.2021;13:48:47;7;14
8011;60;1339;store a part from stopper 2;211;12.05.2021;13:50:34;12.05.2021;13:50:46;5;1126
8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:39:12;12.05.2021;13:39:25;5;0
8011;20;1339;feed part from magazin;200;12.05.2021;13:39:52;12.05.2021;13:39:54;11;27
8111;50;1336;pressing for time in seconds;110;12.05.2021;12:50:30;12.05.2021;12:50:34;7;14
8111;60;1336;store a part from stopper 2;211;12.05.2021;12:52:20;12.05.2021;12:52:33;5;1126
8111;10;1336;release a defined part on stopper 1;212;12.05.2021;12:41:38;12.05.2021;12:41:54;5;0
8111;20;1336;feed part from magazin;200;12.05.2021;12:42:21;12.05.2021;12:42:23;11;27
8111;30;1336;assembly part with defined PCB;300;12.05.2021;12:54:57;12.05.2021;12:57:07;8;6
8111;40;1336;feed part from magazin;200;12.05.2021;12:57:56;12.05.2021;12:57:59;6;63
8111;50;1336;pressing for time in seconds;110;12.05.2021;12:58:16;12.05.2021;12:58:18;7;14
8111;60;1336;store a part from stopper 2;211;12.05.2021;13:00:00;12.05.2021;13:00:13;5;1126
8111;10;1336;release a defined part on stopper 1;212;12.05.2021;12:42:48;12.05.2021;12:43:01;5;0
8111;20;1336;feed part from magazin;200;12.05.2021;12:43:28;12.05.2021;12:43:30;11;27
8111;30;1336;assembly part with defined PCB;300;12.05.2021;12:50:51;12.05.2021;12:52:30;8;6
8111;40;1336;feed part from magazin;200;12.05.2021;12:53:11;12.05.2021;12:53:13;6;63
8111;50;1336;pressing for time in seconds;110;12.05.2021;12:53:27;12.05.2021;12:53:29;7;14
8011;20;1336;feed part from magazin;200;12.05.2021;12:36:19;12.05.2021;12:36:21;11;27
8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:38:24;12.05.2021;12:42:26;8;6
8011;40;1336;feed part from magazin;200;12.05.2021;12:43:25;12.05.2021;12:43:27;6;63
8011;50;1336;pressing for time in seconds;110;12.05.2021;12:43:46;12.05.2021;12:43:48;7;14
8011;60;1336;store a part from stopper 2;211;12.05.2021;12:45:29;12.05.2021;12:45:41;5;1126
8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:35:56;12.05.2021;12:36:07;5;0
8011;20;1336;feed part from magazin;200;12.05.2021;12:36:34;12.05.2021;12:36:37;11;27
8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:42:31;12.05.2021;12:44:22;8;6
8011;40;1336;feed part from magazin;200;12.05.2021;12:46:28;12.05.2021;12:46:31;6;63
8011;50;1336;pressing for time in seconds;110;12.05.2021;12:46:50;12.05.2021;12:46:52;7;14
8011;60;1336;store a part from stopper 2;211;12.05.2021;12:48:37;12.05.2021;12:48:49;5;1126
8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:36:11;12.05.2021;12:36:25;5;0
8011;20;1336;feed part from magazin;200;12.05.2021;12:36:51;12.05.2021;12:36:53;11;27
8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:45:29;12.05.2021;12:47:20;8;6
8011;40;1336;feed part from magazin;200;12.05.2021;12:48:13;12.05.2021;12:48:16;6;63
8011;50;1336;pressing for time in seconds;110;12.05.2021;12:48:35;12.05.2021;12:48:38;7;14
8011;60;1336;store a part from stopper 2;211;12.05.2021;12:50:30;12.05.2021;12:50:45;5;1126
8010;20;1337;feed part from magazin;200;12.05.2021;13:01:35;12.05.2021;13:01:37;11;27
8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:08:09;12.05.2021;13:09:52;8;6
8010;40;1337;feed part from magazin;200;12.05.2021;13:11:19;12.05.2021;13:11:21;6;63
8010;50;1337;pressing for time in seconds;110;12.05.2021;13:11:39;12.05.2021;13:11:41;7;14
8010;60;1337;store a part from stopper 2;211;12.05.2021;13:13:47;12.05.2021;13:13:59;5;1126
8010;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:12;12.05.2021;13:01:26;5;0
8010;20;1337;feed part from magazin;200;12.05.2021;13:01:53;12.05.2021;13:01:55;11;27
8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:18:27;12.05.2021;13:20:10;8;6
8010;40;1337;feed part from magazin;200;12.05.2021;13:20:54;12.05.2021;13:20:56;6;63
8010;50;1337;pressing for time in seconds;110;12.05.2021;13:21:09;12.05.2021;13:21:15;7;14
8010;60;1337;store a part from stopper 2;211;12.05.2021;13:22:37;12.05.2021;13:22:49;5;1126
8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:30;12.05.2021;13:01:43;5;0
8111;20;1337;feed part from magazin;200;12.05.2021;13:02:10;12.05.2021;13:02:12;11;27
8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:16:43;12.05.2021;13:18:22;8;6
8111;40;1337;feed part from magazin;200;12.05.2021;13:19:16;12.05.2021;13:19:19;6;63
8111;50;1337;pressing for time in seconds;110;12.05.2021;13:19:34;12.05.2021;13:19:36;7;14
8111;60;1337;store a part from stopper 2;211;12.05.2021;13:21:10;12.05.2021;13:21:21;5;1126
8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:47;12.05.2021;13:02:01;5;0
8111;20;1337;feed part from magazin;200;12.05.2021;13:02:27;12.05.2021;13:02:30;11;27
8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:20:14;12.05.2021;13:21:53;8;6
8111;40;1337;feed part from magazin;200;12.05.2021;13:23:22;12.05.2021;13:23:24;6;63
8111;50;1337;pressing for time in seconds;110;12.05.2021;13:23:45;12.05.2021;13:23:56;7;14
8111;60;1337;store a part from stopper 2;211;12.05.2021;13:25:31;12.05.2021;13:25:44;5;1126
8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:02:10;12.05.2021;13:02:24;5;0
8111;20;1337;feed part from magazin;200;12.05.2021;13:02:51;12.05.2021;13:02:53;11;27
8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:09:56;12.05.2021;13:11:36;8;6
8111;40;1337;feed part from magazin;200;12.05.2021;13:12:41;12.05.2021;13:12:43;6;63
8111;50;1337;pressing for time in seconds;110;12.05.2021;13:12:57;12.05.2021;13:12:59;7;14
8111;60;1337;store a part from stopper 2;211;12.05.2021;13:14:20;12.05.2021;13:14:34;5;1126
8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:04:46;12.05.2021;13:05:01;5;0
8111;20;1337;feed part from magazin;200;12.05.2021;13:05:27;12.05.2021;13:05:29;11;27
8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:13:52;12.05.2021;13:15:31;8;6
8111;40;1337;feed part from magazin;200;12.05.2021;13:17:17;12.05.2021;13:17:19;6;63
8111;50;1337;pressing for time in seconds;110;12.05.2021;13:17:33;12.05.2021;13:17:35;7;14
8111;60;1337;store a part from stopper 2;211;12.05.2021;13:19:15;12.05.2021;13:19:27;5;1126
8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:05:31;12.05.2021;13:05:45;5;0
8111;20;1337;feed part from magazin;200;12.05.2021;13:06:13;12.05.2021;13:06:15;11;27
8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:11:41;12.05.2021;13:13:48;8;6
8111;40;1337;feed part from magazin;200;12.05.2021;13:15:06;12.05.2021;13:15:08;6;63
8111;50;1337;pressing for time in seconds;110;12.05.2021;13:15:25;12.05.2021;13:15:28;7;14
8111;60;1337;store a part from stopper 2;211;12.05.2021;13:17:05;12.05.2021;13:17:18;5;1126
8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:16:06;12.05.2021;13:16:19;5;0
8110;50;1338;pressing for time in seconds;110;12.05.2021;13:41:43;12.05.2021;13:41:45;7;14
8110;60;1338;store a part from stopper 2;211;12.05.2021;13:43:39;12.05.2021;13:43:51;5;1126
8011;20;1338;feed part from magazin;200;12.05.2021;13:16:46;12.05.2021;13:16:48;11;27
8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:21:58;12.05.2021;13:23:50;8;6
8011;40;1338;feed part from magazin;200;12.05.2021;13:24:41;12.05.2021;13:24:44;6;63
8011;50;1338;pressing for time in seconds;110;12.05.2021;13:24:59;12.05.2021;13:25:01;7;14
8011;60;1338;store a part from stopper 2;211;12.05.2021;13:26:34;12.05.2021;13:26:45;5;1126
8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:17:28;12.05.2021;13:17:40;5;0
8011;20;1338;feed part from magazin;200;12.05.2021;13:18:07;12.05.2021;13:18:10;11;27
